problem,treatment,num_tests,dilution,finished,solution_found,first_gen_found,max_gen,max_score,max_actual_score,solved_all_training,overfit_prog_id,replicate_id,seed,directory,behavioral_diversity,unique_behavioral_diversity,num_taxa,total_orgs,ave_depth,num_roots,mrca_depth,diversity,mrca_changes,mean_evolutionary_distinctiveness,min_evolutionary_distinctiveness,max_evolutionary_distinctiveness,variance_evolutionary_distinctiveness,mean_pairwise_distance,min_pairwise_distance,max_pairwise_distance,variance_pairwise_distance,current_phylogenetic_diversity,tree_size,num_sparse_taxa,mean_sparse_pairwise_distances,sum_sparse_pairwise_distances,variance_sparse_pairwise_distances
median,full,50,0_00000,False,True,108,107,100,100,True,-1,4,552104,median/full/100/0_00000/552104/,4.0528,146.0,1969,2000,102.01,1,92,10.9356,5,2.25352,0.551727,11,0.953771,19.8439,1,22,3.69683,3617,3618,2512,9,18318138,4
median,full,50,0_00000,False,True,63,62,100,100,True,-1,5,552105,median/full/100/0_00000/552105/,4.72963,207.0,1940,2000,60.1145,1,57,10.9041,2,1.809,0,4,0.537622,6.25369,1,8,1.12182,2521,2522,2235,5,10105237,1
median,full,50,0_00000,False,False,-1,300,100,100,True,0,6,552106,median/full/100/0_00000/552106/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
median,full,50,0_00000,False,False,-1,300,99,99,False,-1,7,552107,median/full/100/0_00000/552107/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
median,full,50,0_00000,False,True,169,168,96,96,True,-1,8,552108,median/full/100/0_00000/552108/,6.78361,355.0,1914,2000,154.157,1,28,10.7105,5,2.70257,0.0836233,35.0567,5.81486,39.3104,1,247,3776.42,3783,3784,2331,9,17521892,24
median,full,50,0_00000,False,False,-1,300,100,100,True,1,9,552109,median/full/100/0_00000/552109/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
median,full,50,0_00000,False,True,151,150,100,100,True,-1,10,552110,median/full/100/0_00000/552110/,6.02717,324.0,1983,2000,139.39,1,130,10.9496,6,1.60205,0.0104805,3.01025,0.378858,11.537,1,20,44.573,2433,2434,2226,6,12627844,2
median,full,50,0_00000,False,True,64,63,100,100,True,-1,11,552111,median/full/100/0_00000/552111/,7.30959,494.0,1980,2000,61.4485,1,42,10.9466,3,2.33691,0.488775,18.0024,1.10685,35.0924,1,42,27.487,3735,3736,2504,12,25110728,7
median,full,50,0_00000,False,True,107,106,100,100,True,-1,12,552112,median/full/100/0_00000/552112/,6.38896,385.0,1975,2000,104.053,1,95,10.9408,4,2.11585,0.316764,10,0.779239,17.9279,1,20,3.36571,3331,3332,2456,9,17990548,4
median,full,50,0_00000,False,True,104,103,100,100,True,-1,13,552113,median/full/100/0_00000/552113/,5.60722,307.0,1979,2000,98.125,1,91,10.9456,3,2.05459,0.218311,7.0024,0.812491,13.6778,1,16,2.65728,3219,3220,2460,9,18291010,3
median,full,50,0_00000,False,True,66,65,99,99,True,-1,14,552114,median/full/100/0_00000/552114/,5.26934,258.0,1974,2000,63.436,1,29,10.92,4,1.98411,0.0302396,19,1.40675,9.37742,1,67,17.9259,2905,2906,2383,7,15382734,6
median,full,50,0_00000,False,True,239,238,100,100,True,-1,15,552115,median/full/100/0_00000/552115/,7.69607,489.0,1955,2000,222.381,1,138,10.9201,6,3.08507,0.753531,16.1379,2.286,133.987,1,179,2205.78,4890,4891,2521,19,36382940,22
median,full,50,0_00000,False,True,155,154,100,100,True,-1,16,552116,median/full/100/0_00000/552116/,7.06106,432.0,1975,2000,153.4,1,131,10.9412,4,2.48507,0.608992,16.0685,1.1023,43.5748,1,48,34.0771,4119,4120,2552,13,26412212,8
median,full,50,0_00000,False,False,-1,300,100,100,True,3,17,552117,median/full/100/0_00000/552117/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
median,full,50,0_00000,False,False,-1,300,99,99,False,-1,18,552118,median/full/100/0_00000/552118/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
median,full,50,0_00000,False,True,164,163,100,100,True,-1,19,552119,median/full/100/0_00000/552119/,5.59152,270.0,1949,2000,159.429,1,158,10.8731,5,1.43972,0,2,0.268455,2.90782,1,4,0.499201,2106,2107,1949,2,5519984,0
median,full,50,0_00000,False,True,82,81,100,100,True,-1,20,552120,median/full/100/0_00000/552120/,4.30018,172.0,1952,2000,79.4495,1,78,10.88,4,1.388,0,2,0.240659,2.94582,1,4,0.502167,2029,2030,1952,2,5609355,0
median,full,50,0_00000,False,True,95,94,93,93,True,-1,21,552121,median/full/100/0_00000/552121/,6.78153,360.0,1977,2000,90.646,1,16,10.9292,3,2.41862,0.0527882,25.0288,5.52159,29.8895,1,153,1101.73,3714,3715,2315,7,15290032,10
median,full,50,0_00000,False,True,234,233,100,100,True,-1,22,552122,median/full/100/0_00000/552122/,4.39053,219.0,1964,2000,222.74,1,67,10.9306,3,3.97311,1.08495,73.5204,8.36838,267.965,1,322,6314.93,6833,6834,2638,18,35897699,15
median,full,50,0_00000,False,True,197,196,100,100,True,-1,23,552123,median/full/100/0_00000/552123/,5.29978,287.0,1947,2000,186.906,1,182,10.8813,6,1.42013,0.00582524,2.00436,0.260335,6.41343,1,11,12.7569,2134,2135,1948,3,7427246,1
median,full,50,0_00000,False,False,-1,300,93,93,False,-1,24,552124,median/full/100/0_00000/552124/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
median,full,50,0_00000,False,True,96,95,100,100,True,-1,25,552125,median/full/100/0_00000/552125/,4.16274,188.0,1766,2000,84.2835,1,83,10.3869,3,1.47299,0,2,0.23907,2.79119,1,4,0.481666,1848,1849,1766,2,4350056,0
median,full,50,0_00000,False,False,-1,300,100,100,True,1,26,552126,median/full/100/0_00000/552126/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
median,full,50,0_00000,False,True,64,63,100,100,True,-1,27,552127,median/full/100/0_00000/552127/,5.04514,252.0,1930,2000,41.4335,1,40,10.8516,2,1.41031,0,2,0.25337,2.92644,1,4,0.500886,1969,1970,1930,2,5447526,0
median,full,50,0_00000,False,True,89,88,100,100,True,-1,28,552128,median/full/100/0_00000/552128/,3.86292,158.0,1871,2000,84.37,1,83,10.6608,5,1.42763,0,2,0.242601,2.87477,1,4,0.49569,1953,1954,1871,2,5029084,0
median,full,50,0_00000,False,False,-1,300,100,100,True,1,29,552129,median/full/100/0_00000/552129/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
median,full,50,0_00000,False,True,44,43,99,99,True,-1,30,552130,median/full/100/0_00000/552130/,3.55688,123.0,1964,2000,39.473,1,17,10.9094,5,1.72507,0.0127284,23,1.87481,6.12221,1,43,28.3012,2415,2416,2024,4,7986804,2
median,full,50,0_00000,False,True,237,236,100,100,True,-1,31,552131,median/full/100/0_00000/552131/,6.11655,351.0,1973,2000,220.133,1,214,10.9392,7,2.01887,0.225806,7,0.69813,12.2127,1,14,1.55852,3287,3288,2444,7,14992398,2
median,full,50,0_00000,False,False,-1,300,100,100,True,0,32,552132,median/full/100/0_00000/552132/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
median,full,50,0_00000,False,True,126,125,98,98,True,-1,33,552133,median/full/100/0_00000/552133/,5.21193,240.0,1954,2000,126.263,1,98,10.885,6,2.34206,0.0229742,16.0034,2.93784,26.7521,1,57,401.039,3572,3573,2420,8,16754827,20
median,full,50,0_00000,False,False,-1,300,100,100,True,0,34,552134,median/full/100/0_00000/552134/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
median,full,50,0_00000,False,True,74,73,100,100,True,-1,35,552135,median/full/100/0_00000/552135/,5.05159,243.0,1980,2000,70.3885,1,68,10.9466,2,1.61795,0,3,0.374662,4.77917,1,6,0.655785,2410,2411,2254,4,9013482,0
median,full,50,0_00000,False,True,254,253,100,100,True,-1,36,552136,median/full/100/0_00000/552136/,4.78153,254.0,1975,2000,245.667,1,151,10.9416,3,3.75311,1.10214,28.2455,4.22974,176.656,1,196,1515.33,6653,6654,2664,17,33492012,13
median,full,50,0_00000,False,True,154,153,100,100,True,-1,37,552137,median/full/100/0_00000/552137/,5.73696,325.0,1977,2000,142.371,1,140,10.9432,3,1.61752,0,3,0.382801,4.74802,1,6,0.680846,2473,2474,2232,4,8879412,0
median,full,50,0_00000,False,False,-1,300,100,100,True,1,38,552138,median/full/100/0_00000/552138/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
median,full,50,0_00000,False,True,122,121,93,93,True,-1,39,552139,median/full/100/0_00000/552139/,6.38883,302.0,1973,2000,115.404,1,66,10.9149,4,2.50609,0.0357511,24.5139,4.24296,27.5472,1,102,772.863,3916,3917,2429,9,18473632,26
median,full,50,0_00000,False,True,236,235,100,100,True,-1,40,552140,median/full/100/0_00000/552140/,4.39961,188.0,1936,2000,226.432,1,224,10.8664,5,1.39212,0.00303951,2.00105,0.233043,3.92296,1,6,1.50589,2160,2161,1937,3,7348019,1
median,full,50,0_00000,False,False,-1,300,100,100,True,2,41,552141,median/full/100/0_00000/552141/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
median,full,50,0_00000,False,False,-1,300,100,100,True,0,42,552142,median/full/100/0_00000/552142/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
median,full,50,0_00000,False,True,204,203,99,99,True,-1,43,552143,median/full/100/0_00000/552143/,5.68161,302.0,1979,2000,185.379,1,58,10.9195,5,2.98593,0.0825878,32.5105,7.09379,60.0885,1,256,6196.45,4753,4754,2552,10,20038172,28
median,full,50,0_00000,False,True,110,109,100,100,True,-1,44,552144,median/full/100/0_00000/552144/,4.13886,194.0,1967,2000,107.132,1,74,10.9336,3,3.19645,0.887224,35,2.9518,64.7011,1,70,70.8016,5424,5425,2652,13,25544280,6
median,full,50,0_00000,False,True,224,223,100,100,True,-1,45,552145,median/full/100/0_00000/552145/,4.04524,208.0,1963,2000,217.158,1,207,10.9288,3,2.30775,0.409504,11,1.09246,20.134,1,22,3.43388,3860,3861,2526,9,19167100,4
median,full,50,0_00000,False,True,75,74,87,87,True,-1,46,552146,median/full/100/0_00000/552146/,6.81862,332.0,1951,2000,68.441,1,59,10.8844,2,1.80429,0.00726156,7.3,1.01399,9.64228,1,19,38.8492,2565,2566,2152,7,13800920,14
median,full,50,0_00000,False,True,173,172,95,95,True,-1,47,552147,median/full/100/0_00000/552147/,5.88411,286.0,1970,2000,163.655,1,65,10.8898,5,3.02378,0.0653742,44.672,11.5521,59.2265,1,200,4057.51,4818,4819,2466,9,17884402,33
median,full,50,0_00000,False,True,224,223,100,100,True,-1,48,552148,median/full/100/0_00000/552148/,4.42731,188.0,1984,2000,212.281,1,208,10.9506,3,1.85714,0.357143,5,0.5421,8.5382,1,10,1.01647,3041,3042,2408,6,12667710,1
median,full,50,0_00000,False,True,142,141,100,100,True,-1,49,552149,median/full/100/0_00000/552149/,5.14997,305.0,1983,2000,132.419,1,130,10.9492,5,1.5956,0,3,0.37477,4.84014,1,6,0.645713,2473,2474,2254,4,9173066,0
median,full,25,0_00000,False,True,145,144,100,100,True,-1,0,553100,median/full/100/0_00000/553100/,5.48622,303.0,1982,2000,141.372,1,138,10.9472,6,1.72623,0.165,4,0.471772,6.7325,1,8,0.811372,2684,2685,2317,5,11223375,1
median,full,25,0_00000,False,True,170,169,100,100,True,-1,1,553101,median/full/100/0_00000/553101/,6.31233,374.0,1980,2000,157.454,1,111,10.9466,2,2.9011,0.7191,27.2008,3.16315,85.5008,1,97,305.836,4920,4921,2614,17,34023956,15
median,full,25,0_00000,False,False,-1,300,96,96,False,-1,2,553102,median/full/100/0_00000/553102/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
median,full,25,0_00000,False,False,-1,300,100,100,True,0,3,553103,median/full/100/0_00000/553103/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
median,full,25,0_00000,False,False,-1,300,100,100,True,0,4,553104,median/full/100/0_00000/553104/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
median,full,25,0_00000,False,False,-1,300,99,99,False,-1,5,553105,median/full/100/0_00000/553105/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
median,full,25,0_00000,False,False,-1,300,100,100,True,0,6,553106,median/full/100/0_00000/553106/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
median,full,25,0_00000,False,True,114,113,99,99,True,-1,7,553107,median/full/100/0_00000/553107/,5.79992,314.0,1980,2000,112.419,1,40,10.9319,2,2.03354,0.0470641,47.6031,6.66256,12.7033,1,144,774.131,3001,3002,2257,6,12778718,6
median,full,25,0_00000,False,True,280,279,100,100,True,-1,8,553108,median/full/100/0_00000/553108/,5.59682,281.0,1941,2000,262.059,1,233,10.9051,7,2.86976,0.438568,32.0016,2.15248,54.9723,1,65,70.0274,4516,4517,2471,15,28990716,14
median,full,25,0_00000,False,True,82,81,100,100,True,-1,9,553109,median/full/100/0_00000/553109/,5.9814,326.0,1963,2000,77.228,1,53,10.9292,5,2.6059,0.453317,19.0491,1.71473,46.5821,1,52,40.7056,4160,4161,2535,13,25823270,6
median,full,25,0_00000,False,True,46,45,100,100,True,-1,10,553110,median/full/100/0_00000/553110/,3.39937,127.0,1892,2000,41.5995,1,32,10.8467,2,2.52071,0.375854,10.0012,1.29512,18.2026,1,22,4.94285,3664,3665,2432,9,16957381,4
median,full,25,0_00000,False,True,261,260,100,100,True,-1,11,553111,median/full/100/0_00000/553111/,5.1199,260.0,1921,2000,222.167,1,38,10.8857,5,4.12089,1.13139,86.9641,13.471,256.267,1,395,15635.5,6215,6216,2536,21,38858210,32
median,full,25,0_00000,False,False,-1,300,100,100,True,2,12,553112,median/full/100/0_00000/553112/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
median,full,25,0_00000,False,False,-1,300,100,100,True,2,13,553113,median/full/100/0_00000/553113/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
median,full,25,0_00000,False,True,150,149,88,88,True,-1,14,553114,median/full/100/0_00000/553114/,5.66604,234.0,1970,2000,142.669,1,67,10.9018,2,2.95544,0.0504584,70.0469,24.4172,51.8046,1,157,3887.73,4776,4777,2267,8,15616464,40
median,full,25,0_00000,False,True,180,179,100,100,True,-1,15,553115,median/full/100/0_00000/553115/,4.16313,183.0,1823,2000,163.316,1,162,10.5112,6,1.46488,0,2,0.247073,2.81676,1,4,0.486634,1984,1985,1823,2,4677946,0
median,full,25,0_00000,False,True,238,237,100,100,True,-1,16,553116,median/full/100/0_00000/553116/,5.42317,262.0,1976,2000,230.279,1,143,10.9426,4,3.49537,1.14881,45.1667,4.94332,156.569,1,180,1569.69,6135,6136,2674,18,35744036,16
median,full,25,0_00000,False,True,79,78,90,90,True,-1,17,553117,median/full/100/0_00000/553117/,7.55964,425.0,1968,2000,76.93,1,33,10.9012,4,2.54245,0.0433544,15.9748,3.82056,50.4451,1,90,1247.08,3819,3820,2430,13,25377224,46
median,full,25,0_00000,False,True,149,148,100,100,True,-1,18,553118,median/full/100/0_00000/553118/,5.24813,280.0,1942,2000,140.434,1,138,10.871,6,1.41444,0.00292683,2.00109,0.25788,3.92219,1,6,1.50151,2080,2081,1943,3,7392186,1
median,full,25,0_00000,False,False,-1,300,100,100,True,3,19,553119,median/full/100/0_00000/553119/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
median,full,25,0_00000,False,True,282,281,94,94,True,-1,20,553120,median/full/100/0_00000/553120/,7.32103,408.0,1938,2000,263.762,1,22,10.7913,3,3.64672,0.162825,55.8703,19.8484,136.813,1,480,29778.9,5691,5692,2414,10,19314704,47
median,full,25,0_00000,False,True,147,146,100,100,True,-1,21,553121,median/full/100/0_00000/553121/,5.81774,343.0,1927,2000,120.808,1,115,10.8928,3,1.96957,0.0361978,5.00893,0.643487,10.8959,1,14,3.48356,2736,2737,2285,8,16020622,2
median,full,25,0_00000,False,True,125,124,98,98,True,-1,22,553122,median/full/100/0_00000/553122/,7.04325,447.0,1970,2000,119.336,1,30,10.9025,5,2.06604,0.051624,15.4923,2.34285,19.8606,1,181,1439.36,3002,3003,2299,6,11832879,8
median,full,25,0_00000,False,True,77,76,85,85,True,-1,23,553123,median/full/100/0_00000/553123/,6.7674,322.0,1949,2000,74.9275,1,21,10.8432,3,2.62448,0.0501218,28.4997,3.993,51.5424,1,110,1999.38,4004,4005,2494,11,22739522,31
median,full,25,0_00000,False,False,-1,300,100,100,True,2,24,553124,median/full/100/0_00000/553124/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
median,full,25,0_00000,False,True,151,150,100,100,True,-1,25,553125,median/full/100/0_00000/553125/,4.66197,235.0,1982,2000,142.426,1,139,10.9486,3,1.61051,0.0187793,3.00546,0.369844,6.62642,1,8,1.06318,2551,2552,2256,6,12407106,1
median,full,25,0_00000,False,False,-1,300,92,92,False,-1,26,553126,median/full/100/0_00000/553126/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
median,full,25,0_00000,False,True,83,82,100,100,True,-1,27,553127,median/full/100/0_00000/553127/,4.40808,214.0,1943,2000,82.431,1,80,10.8709,5,1.39979,0.00442478,2.00166,0.244434,4.25592,1,6,1.3994,2023,2024,1944,4,8029442,1
median,full,25,0_00000,False,True,197,196,100,100,True,-1,28,553128,median/full/100/0_00000/553128/,7.17939,452.0,1971,2000,188.881,1,124,10.9376,5,3.03543,0.644226,68.0019,5.80903,117.154,1,137,881.217,5146,5147,2580,18,35005544,19
median,full,25,0_00000,False,True,89,88,99,99,True,-1,29,553129,median/full/100/0_00000/553129/,5.33878,259.0,1976,2000,84.535,1,13,10.9085,2,2.06073,0.0431433,16.0327,2.40314,24.4417,1,147,2142.43,3014,3015,2281,5,10214910,11
median,full,25,0_00000,False,False,-1,300,92,92,False,-1,30,553130,median/full/100/0_00000/553130/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
median,full,25,0_00000,False,False,-1,300,95,95,False,-1,31,553131,median/full/100/0_00000/553131/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
median,full,25,0_00000,False,True,213,212,100,100,True,-1,32,553132,median/full/100/0_00000/553132/,5.96277,319.0,1983,2000,207.945,1,197,10.9496,4,2.16561,0.428864,11.005,0.886369,21.1871,1,24,5.58032,3583,3584,2499,10,21558344,4
median,full,25,0_00000,False,True,55,54,100,100,True,-1,33,553133,median/full/100/0_00000/553133/,4.23727,171.0,1982,2000,53.325,1,49,10.9486,2,1.88883,0.336032,5,0.611566,8.63427,1,10,0.976986,2938,2939,2431,6,13126571,1
median,full,25,0_00000,False,False,-1,300,100,100,True,1,34,553134,median/full/100/0_00000/553134/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
median,full,25,0_00000,False,True,225,224,100,100,True,-1,35,553135,median/full/100/0_00000/553135/,4.82748,276.0,1966,2000,215.898,1,209,10.9326,4,2.1475,0.421053,8,0.799336,13.7341,1,16,2.35548,3385,3386,2454,8,15931983,2
median,full,25,0_00000,False,True,179,178,100,100,True,-1,36,553136,median/full/100/0_00000/553136/,6.81029,370.0,1976,2000,174.424,1,144,10.9426,6,2.93362,0.637282,31.0057,3.19584,59.0563,1,64,62.2163,5076,5077,2607,14,28645969,9
median,full,25,0_00000,False,True,286,285,97,97,True,-1,37,553137,median/full/100/0_00000/553137/,7.97173,537.0,1983,2000,265.256,1,65,10.9308,4,2.79642,0.126764,22.5653,7.09545,85.6956,1,411,17313,4432,4433,2419,10,20414872,32
median,full,25,0_00000,False,True,209,208,100,100,True,-1,38,553138,median/full/100/0_00000/553138/,4.37929,200.0,1892,2000,196.401,1,195,10.7544,6,1.41487,0,2,0.246382,2.90299,1,4,0.498882,2086,2087,1892,2,5193122,0
median,full,25,0_00000,False,False,-1,300,100,100,True,1,39,553139,median/full/100/0_00000/553139/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
median,full,25,0_00000,False,True,201,200,100,100,True,-1,40,553140,median/full/100/0_00000/553140/,3.74565,159.0,1968,2000,194.321,1,119,10.9346,4,3.38532,0.922907,47.0491,4.52375,98.3682,1,154,303.167,5848,5849,2653,17,33477193,15
median,full,25,0_00000,False,False,-1,300,94,94,False,-1,41,553141,median/full/100/0_00000/553141/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
median,full,25,0_00000,False,True,79,78,84,84,True,-1,42,553142,median/full/100/0_00000/553142/,6.47189,292.0,1925,2000,78.446,1,22,10.7405,2,2.72697,0.046819,39.056,6.73503,56.5873,1,115,1899.67,4140,4141,2408,11,21755182,49
median,full,25,0_00000,False,False,-1,300,100,100,True,1,43,553143,median/full/100/0_00000/553143/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
median,full,25,0_00000,False,True,75,74,92,92,True,-1,44,553144,median/full/100/0_00000/553144/,7.25044,401.0,1969,2000,73.7595,2,-1,10.9033,0,-1,-1,-1,0,55.7545,1,105,1266.3,3599,3600,2412,13,23710285,34
median,full,25,0_00000,False,False,-1,300,100,100,True,4,45,553145,median/full/100/0_00000/553145/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
median,full,25,0_00000,False,True,208,207,99,99,True,-1,46,553146,median/full/100/0_00000/553146/,5.16336,236.0,1967,2000,192.455,1,25,10.9014,2,1.80042,0.0949841,62.3333,7.03215,7.75919,1,327,401.348,2542,2543,1997,4,9549292,5
median,full,25,0_00000,False,False,-1,300,100,100,True,2,47,553147,median/full/100/0_00000/553147/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
median,full,25,0_00000,False,True,258,257,100,100,True,-1,48,553148,median/full/100/0_00000/553148/,5.82451,305.0,1948,2000,237.993,1,150,10.9134,6,3.33686,0.666957,33.6229,3.21313,116.633,1,186,1699.26,5398,5399,2571,20,38234635,22
median,full,25,0_00000,False,True,251,250,100,100,True,-1,49,553149,median/full/100/0_00000/553149/,4.15276,202.0,1923,2000,242.425,1,241,10.8265,4,1.39714,0,2,0.23717,2.92073,1,4,0.50046,2163,2164,1923,2,5397514,0
median,full,10,0_00000,False,False,-1,300,88,88,False,-1,0,554100,median/full/100/0_00000/554100/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
median,full,10,0_00000,False,True,114,113,95,95,True,-1,1,554101,median/full/100/0_00000/554101/,6.01454,288.0,1955,2000,110.353,1,26,10.8772,6,2.60405,0.0490052,60.3333,8.62716,26.8955,1,168,1473.17,4044,4045,2275,7,15139850,36
median,full,10,0_00000,False,True,96,95,100,100,True,-1,2,554102,median/full/100/0_00000/554102/,3.67793,149.0,1933,2000,94.438,1,93,10.8506,5,1.38585,0,2,0.233647,2.93663,1,4,0.501635,2025,2026,1933,2,5483510,0
median,full,10,0_00000,False,True,143,142,100,100,True,-1,3,554103,median/full/100/0_00000/554103/,5.62728,306.0,1975,2000,134.504,1,114,10.9412,3,2.56291,0.456703,22,1.90092,40.1305,1,44,24.974,4222,4223,2566,12,24946236,6
median,full,10,0_00000,False,True,185,184,100,100,True,-1,4,554104,median/full/100/0_00000/554104/,5.48587,281.0,1965,2000,178.647,1,137,10.9308,6,3.07337,0.844133,18.7214,1.7258,79.2845,1,88,178.384,5259,5260,2629,16,31108068,9
median,full,10,0_00000,False,True,148,147,100,100,True,-1,5,554105,median/full/100/0_00000/554105/,3.63919,165.0,1955,2000,125.445,1,123,10.9171,4,1.37067,0.0206897,2.01053,0.235461,4.80225,1,6,0.769287,2080,2081,1958,4,9172458,0
median,full,10,0_00000,False,False,-1,300,100,100,True,1,6,554106,median/full/100/0_00000/554106/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
median,full,10,0_00000,False,True,69,68,94,94,True,-1,7,554107,median/full/100/0_00000/554107/,6.27118,324.0,1972,2000,68.3435,1,8,10.9219,2,1.95235,0.0338924,30.2581,2.82442,10.9086,1,112,192.467,2794,2795,2205,6,12250533,7
median,full,10,0_00000,False,True,78,77,100,100,True,-1,8,554108,median/full/100/0_00000/554108/,5.5185,238.0,1951,2000,76.2955,1,71,10.9157,4,1.65592,0.0118106,3.01053,0.413492,7.27364,1,12,5.01061,2364,2365,2199,6,12051294,1
median,full,10,0_00000,False,True,269,268,100,100,True,-1,9,554109,median/full/100/0_00000/554109/,6.68822,378.0,1973,2000,183.562,1,129,10.9396,4,2.87179,0.630283,53.082,4.41457,95.0559,1,116,611.489,4868,4869,2578,17,33894224,17
median,full,10,0_00000,False,True,129,128,88,88,True,-1,10,554110,median/full/100/0_00000/554110/,7.35861,427.0,1964,2000,125.443,1,1,10.8725,1,3.36558,0.0817195,62.6864,16.8768,80.1924,1,252,9180.49,5396,5397,2426,10,19753814,46
median,full,10,0_00000,False,True,121,120,100,100,True,-1,11,554111,median/full/100/0_00000/554111/,3.52117,159.0,1932,2000,114.267,1,112,10.8902,4,1.681,0,3,0.426784,4.58177,1,6,0.787547,2432,2433,2148,4,7936906,0
median,full,10,0_00000,False,False,-1,300,100,100,True,0,12,554112,median/full/100/0_00000/554112/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
median,full,10,0_00000,False,True,85,84,100,100,True,-1,13,554113,median/full/100/0_00000/554113/,4.42305,208.0,1977,2000,84.4005,1,82,10.9436,5,1.61453,0,3,0.38964,4.80664,1,6,0.661682,2451,2452,2239,4,8962164,0
